mbr_id,sid,row_dt,stg_cd,qst_no,qst_cd,text_cn,qst_cn,qst_cransr,qst_cransr_yn,qst_expl_scond
MPID0727100048264,mathpd27627010257443943,2021-07-30,E18_0_1,40,E17020003b,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,4400
MPID0120060009320,mathpd28306458390578827,2021-08-07,E18_0_2,2,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,2400
MPID0120060011959,mathpd26863821527150938,2021-07-21,E18_0_2,2,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,2700
MPID0330100033689,mathpd29708845352301173,2021-08-23,E18_0_2,6,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,1900
MPID0406110033988,mathpd27043449540563737,2021-07-23,E18_0_2,8,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,6600
MPID0629110045635,mathpd27892537977041035,2021-08-02,E18_0_2,2,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3200
MPID0629110045635,mathpd28585977117345530,2021-08-10,E18_0_2,26,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3300
MPID0629110045635,mathpd28903663186955764,2021-08-14,E18_0_2,4,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3400
MPID0727100048264,mathpd27627366401845263,2021-07-30,E18_0_2,10,E17020003c,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3000
MPID0120060011959,mathpd26863898534042172,2021-07-21,E19_0_1,8,E17020003d,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,2800
MPID0129050016615,mathpd28569360817283999,2021-08-10,E19_0_1,10,E17020003d,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3300
MPID0204130020792,mathpd29262391726285507,2021-08-18,E19_0_1,10,E17020003d,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3300
MPID0319100030328,mathpd27603068676149005,2021-07-30,E19_0_1,6,E17020003d,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,2900
MPID0330100032185,mathpd27371929540911805,2021-07-27,E19_0_1,2,E17020003d,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,5700
MPID0729130050003,mathpd29370119249759242,2021-08-19,E19_0_1,2,E17020003d,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,2400
MPID0204130019760,mathpd29166124076021176,2021-08-17,E20_0_1,8,E17020003f,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3800
MPID0120060011959,mathpd27790414132647731,2021-08-01,E20_0_2,9,E17020003g,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,3300
MPID0129050016615,mathpd28569681052894412,2021-08-10,E20_0_2,10,E17020003g,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,5100
MPID0204130019760,mathpd29254697278426106,2021-08-18,E20_0_2,10,E17020003g,다음을 계산하세요.,5 \times 3 = \boxed{\phantom{15}},15,Y,23100
MPID0119040005879,mathpd31262412366327598,2021-09-10,E17_0_2,8,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2800
MPID0120060009320,mathpd28306269920398604,2021-08-07,E17_0_2,2,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3100
MPID0120060009320,mathpd28564326232330568,2021-08-10,E17_0_2,2,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,N,2200
MPID0120060011395,mathpd26779884994218467,2021-07-20,E17_0_2,2,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3600
MPID0120060011959,mathpd26776539861231654,2021-07-20,E17_0_2,2,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2900
MPID0126020013529,mathpd29080555538837345,2021-08-16,E17_0_2,9,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,7300
MPID0129050016470,mathpd31947504790450378,2021-09-18,E17_0_2,10,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2900
MPID0129050016470,mathpd31947504790450378,2021-09-18,E17_0_2,20,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2400
MPID0129050016615,mathpd28569123240880149,2021-08-10,E17_0_2,2,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3200
MPID0203100018443,mathpd30020567171458558,2021-08-27,E17_0_2,19,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3500
MPID0204130020792,mathpd29262125766700234,2021-08-18,E17_0_2,1,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3200
MPID0222100025417,mathpd28751472156808379,2021-08-12,E17_0_2,9,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3100
MPID0406110033988,mathpd26776644911085707,2021-07-20,E17_0_2,12,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,6400
MPID0406110033988,mathpd26776761105186909,2021-07-20,E17_0_2,10,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,8100
MPID0406110033988,mathpd26776761105186909,2021-07-20,E17_0_2,34,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,5400
MPID0406110034324,mathpd30917154807944689,2021-09-06,E17_0_2,12,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2800
MPID0420140036805,mathpd31701133721278269,2021-09-15,E17_0_2,18,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3200
MPID0420140036945,mathpd29252654549863823,2021-08-18,E17_0_2,4,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2800
MPID0420140036945,mathpd29252654549863823,2021-08-18,E17_0_2,26,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3100
MPID0629110045551,mathpd29208391503856529,2021-08-17,E17_0_2,9,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3500
MPID0713100047089,mathpd33834699172941426,2021-10-10,E17_0_2,12,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2400
MPID0713100047089,mathpd33834893029940763,2021-10-10,E17_0_2,1,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2800
MPID0713100047089,mathpd33834893029940763,2021-10-10,E17_0_2,28,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3500
MPID0727100048264,mathpd27627469551236860,2021-07-30,E17_0_2,2,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2400
MPID0729130050003,mathpd29369926240913378,2021-08-19,E17_0_2,1,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2300
MPID0729130050003,mathpd31000421096527026,2021-09-07,E17_0_2,19,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3800
MPID0902170062271,mathpd32951123056691537,2021-09-30,E17_0_2,15,E17020004,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2900
MPID0120050010343,mathpd27621550965446183,2021-07-30,E18_0_1,12,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2600
MPID0120050010343,mathpd27621550965446183,2021-07-30,E18_0_1,40,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2400
MPID0204130019760,mathpd28768294973664549,2021-08-12,E18_0_1,10,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3200
MPID0319100030328,mathpd27559228519166184,2021-07-29,E18_0_1,9,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2300
MPID0319100030328,mathpd27559367939208339,2021-07-29,E18_0_1,18,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3000
MPID0319100030328,mathpd27559367939208339,2021-07-29,E18_0_1,33,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2100
MPID0319100030328,mathpd27559627397945945,2021-07-29,E18_0_1,14,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2700
MPID0319100030328,mathpd31931537749747078,2021-09-18,E18_0_1,14,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2400
MPID0330100033689,mathpd29436863853882930,2021-08-20,E18_0_1,6,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,1900
MPID0727100048264,mathpd27530932449443311,2021-07-29,E18_0_1,6,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,4500
MPID0727100048264,mathpd27531077062572894,2021-07-29,E18_0_1,28,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,5900
MPID0727100048264,mathpd27627010257443943,2021-07-30,E18_0_1,8,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,4600
MPID0727100048264,mathpd27627010257443943,2021-07-30,E18_0_1,38,E17020004b,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3900
MPID0120060009320,mathpd28306458390578827,2021-08-07,E18_0_2,6,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3200
MPID0204130020792,mathpd29262271352500339,2021-08-18,E18_0_2,6,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3100
MPID0406110033988,mathpd27043449540563737,2021-07-23,E18_0_2,1,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2600
MPID0629110045635,mathpd27892537977041035,2021-08-02,E18_0_2,1,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,8900
MPID0629110045635,mathpd28585977117345530,2021-08-10,E18_0_2,29,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2300
MPID0629110045635,mathpd28847906851860750,2021-08-13,E18_0_2,12,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2600
MPID0727100048264,mathpd27627366401845263,2021-07-30,E18_0_2,4,E17020004c,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3600
MPID0120060011395,mathpd26817204229460215,2021-07-21,E19_0_1,1,E17020004d,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3500
MPID0330100032185,mathpd27371929540911805,2021-07-27,E19_0_1,10,E17020004d,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,5300
MPID0713100047089,mathpd26948811101739863,2021-07-22,E19_0_1,16,E17020004d,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2800
MPID0120050010343,mathpd27621812010157321,2021-07-30,E19_0_2,1,E17020004e,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,1700
MPID0204130020792,mathpd29263989024469093,2021-08-18,E19_0_2,1,E17020004e,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,2500
MPID0330100032185,mathpd27372107593966559,2021-07-27,E19_0_2,2,E17020004e,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,4400
MPID0729130050003,mathpd29440310426650004,2021-08-20,E19_0_2,10,E17020004e,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3400
MPID0222100025417,mathpd28752028127915087,2021-08-12,E20_0_1,8,E17020004f,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3400
MPID0330100032185,mathpd27372438759261905,2021-07-27,E20_0_2,10,E17020004g,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,5900
MPID0629110045551,mathpd29208894866826105,2021-08-17,E20_0_2,9,E17020004g,다음을 계산하세요.,5 \times 4 = \boxed{\phantom{20}},20,Y,3400
MPID0119040005879,mathpd31262412366327598,2021-09-10,E17_0_2,19,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4000
MPID0126030014090,mathpd29266122327642086,2021-08-18,E17_0_2,9,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3200
MPID0129050016470,mathpd31947504790450378,2021-09-18,E17_0_2,15,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3900
MPID0203100018443,mathpd30020567171458558,2021-08-27,E17_0_2,13,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3100
MPID0222100025417,mathpd28751472156808379,2021-08-12,E17_0_2,2,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3000
MPID0319100030328,mathpd27559095917519730,2021-07-29,E17_0_2,8,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3100
MPID0330100033152,mathpd27641523111753492,2021-07-30,E17_0_2,1,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2900
MPID0406110033988,mathpd26776644911085707,2021-07-20,E17_0_2,8,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,8600
MPID0406110033988,mathpd26776761105186909,2021-07-20,E17_0_2,2,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4400
MPID0406110033988,mathpd26776761105186909,2021-07-20,E17_0_2,26,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3700
MPID0406110034324,mathpd30917154807944689,2021-09-06,E17_0_2,11,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4000
MPID0420140036805,mathpd31701133721278269,2021-09-15,E17_0_2,9,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,N,4300
MPID0420140036945,mathpd29252654549863823,2021-08-18,E17_0_2,15,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4600
MPID0420140036945,mathpd29252654549863823,2021-08-18,E17_0_2,38,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,6900
MPID0629110045551,mathpd29208391503856529,2021-08-17,E17_0_2,2,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3900
MPID0629110045635,mathpd27948404121530473,2021-08-03,E17_0_2,8,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,5000
MPID0713100047089,mathpd33834699172941426,2021-10-10,E17_0_2,8,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3400
MPID0713100047089,mathpd33834893029940763,2021-10-10,E17_0_2,25,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2500
MPID0729130050003,mathpd29369926240913378,2021-08-19,E17_0_2,8,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3600
MPID0729130050003,mathpd31000421096527026,2021-09-07,E17_0_2,9,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3000
MPID0902170062271,mathpd32951123056691537,2021-09-30,E17_0_2,17,E17020005,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4900
MPID0120050010343,mathpd27621550965446183,2021-07-30,E18_0_1,25,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2500
MPID0126030014090,mathpd29266200199702256,2021-08-18,E18_0_1,9,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2900
MPID0204130019760,mathpd28768294973664549,2021-08-12,E18_0_1,8,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3900
MPID0204130020792,mathpd29263123067791028,2021-08-18,E18_0_1,10,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3000
MPID0222100025417,mathpd28751536030009336,2021-08-12,E18_0_1,6,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4100
MPID0319100030328,mathpd27559228519166184,2021-07-29,E18_0_1,1,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4600
MPID0319100030328,mathpd27559367939208339,2021-07-29,E18_0_1,17,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3700
MPID0319100030328,mathpd27559627397945945,2021-07-29,E18_0_1,11,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3600
MPID0319100032029,mathpd29710513707521629,2021-08-23,E18_0_1,2,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2700
MPID0629110045635,mathpd28509091696116215,2021-08-09,E18_0_1,2,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4900
MPID0727100048264,mathpd27531077062572894,2021-07-29,E18_0_1,6,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3700
MPID0727100048264,mathpd27531077062572894,2021-07-29,E18_0_1,37,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,8300
MPID0727100048264,mathpd27627010257443943,2021-07-30,E18_0_1,17,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,10100
MPID0727100048264,mathpd27627010257443943,2021-07-30,E18_0_1,32,E17020005b,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3200
MPID0120050010343,mathpd27621395116504300,2021-07-30,E18_0_2,8,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2300
MPID0120060009320,mathpd28564447952732228,2021-08-10,E18_0_2,2,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2400
MPID0120060011395,mathpd26781608593797743,2021-07-20,E18_0_2,4,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,4000
MPID0204130020792,mathpd29262271352500339,2021-08-18,E18_0_2,1,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2800
MPID0225100025733,mathpd29617912173024733,2021-08-22,E18_0_2,6,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2500
MPID0629110045635,mathpd28585977117345530,2021-08-10,E18_0_2,37,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2900
MPID0629110045635,mathpd28847906851860750,2021-08-13,E18_0_2,22,E17020005c,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2900
MPID0120060009320,mathpd28306553577191086,2021-08-07,E19_0_1,2,E17020005d,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3100
MPID0120060009320,mathpd28564516512541020,2021-08-10,E19_0_1,2,E17020005d,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2000
MPID0120060011395,mathpd26817204229460215,2021-07-21,E19_0_1,4,E17020005d,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2700
MPID0204130019760,mathpd29015136736396649,2021-08-15,E19_0_1,4,E17020005d,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,3300
MPID0727100048264,mathpd27627574481963893,2021-07-30,E19_0_1,1,E17020005d,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,5100
MPID0120050010343,mathpd27621812010157321,2021-07-30,E19_0_2,4,E17020005e,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2100
MPID0120060011395,mathpd26817343913194698,2021-07-21,E19_0_2,2,E17020005e,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2800
MPID0727100048264,mathpd27627699088679152,2021-07-30,E19_0_2,8,E17020005e,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,5000
MPID0120050010343,mathpd27621896289654688,2021-07-30,E20_0_1,1,E17020005f,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,1700
MPID0225100025733,mathpd29678892752712994,2021-08-23,E20_0_1,1,E17020005f,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2400
MPID0729130050003,mathpd29440460305065722,2021-08-20,E20_0_2,8,E17020005g,다음을 계산하세요.,5 \times 5 = \boxed{\phantom{25}},25,Y,2700
MPID0119040005879,mathpd31262412366327598,2021-09-10,E17_0_2,15,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3300
MPID0120050010343,mathpd27391152305575685,2021-07-27,E17_0_2,10,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3300
MPID0126030014090,mathpd29266122327642086,2021-08-18,E17_0_2,4,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3400
MPID0129050016470,mathpd31947504790450378,2021-09-18,E17_0_2,13,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4000
MPID0203100018443,mathpd30020567171458558,2021-08-27,E17_0_2,17,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,5700
MPID0203100018443,mathpd30020567171458558,2021-08-27,E17_0_2,20,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3700
MPID0204130020792,mathpd29262125766700234,2021-08-18,E17_0_2,9,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,6700
MPID0222100025417,mathpd28751472156808379,2021-08-12,E17_0_2,8,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4300
MPID0225100025733,mathpd29617763998813116,2021-08-22,E17_0_2,8,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3700
MPID0319100030328,mathpd27559095917519730,2021-07-29,E17_0_2,1,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2800
MPID0319100032029,mathpd29709139726218589,2021-08-23,E17_0_2,9,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4000
MPID0330100032185,mathpd27371797864067089,2021-07-27,E17_0_2,10,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,12100
MPID0406110033988,mathpd26776761105186909,2021-07-20,E17_0_2,25,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4000
MPID0406110034324,mathpd30917154807944689,2021-09-06,E17_0_2,9,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3500
MPID0420140036805,mathpd31701133721278269,2021-09-15,E17_0_2,17,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3100
MPID0420140036945,mathpd29252654549863823,2021-08-18,E17_0_2,11,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,6000
MPID0420140036945,mathpd29252654549863823,2021-08-18,E17_0_2,30,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,15300
MPID0629110045551,mathpd29208391503856529,2021-08-17,E17_0_2,6,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4300
MPID0629110045635,mathpd27948260172798033,2021-08-03,E17_0_2,4,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,7800
MPID0713100047089,mathpd33834699172941426,2021-10-10,E17_0_2,9,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3700
MPID0713100047089,mathpd33834893029940763,2021-10-10,E17_0_2,19,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,N,7100
MPID0713100047089,mathpd33834893029940763,2021-10-10,E17_0_2,24,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3100
MPID0729130050003,mathpd29369926240913378,2021-08-19,E17_0_2,4,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2500
MPID0729130050003,mathpd31000421096527026,2021-09-07,E17_0_2,13,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2300
MPID0902170062271,mathpd32951123056691537,2021-09-30,E17_0_2,10,E17020006,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4900
MPID0120050010343,mathpd27391223770556017,2021-07-27,E18_0_1,4,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4000
MPID0120050010343,mathpd27621550965446183,2021-07-30,E18_0_1,22,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3300
MPID0120060009320,mathpd28564373984076865,2021-08-10,E18_0_1,10,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2800
MPID0129050016615,mathpd28569199034292308,2021-08-10,E18_0_1,10,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,5700
MPID0204130019760,mathpd28768294973664549,2021-08-12,E18_0_1,4,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3600
MPID0204130020792,mathpd29262210977187921,2021-08-18,E18_0_1,6,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,4000
MPID0204130020792,mathpd29264429993337880,2021-08-18,E18_0_1,9,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3600
MPID0222100025417,mathpd28751536030009336,2021-08-12,E18_0_1,10,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3300
MPID0225100025733,mathpd29617848009696878,2021-08-22,E18_0_1,8,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3500
MPID0319100030328,mathpd27559367939208339,2021-07-29,E18_0_1,30,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2600
MPID0319100030328,mathpd27559627397945945,2021-07-29,E18_0_1,18,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2800
MPID0319100030328,mathpd31931537749747078,2021-09-18,E18_0_1,12,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3100
MPID0319100030328,mathpd31931537749747078,2021-09-18,E18_0_1,33,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,2500
MPID0406110033988,mathpd27043186496654262,2021-07-23,E18_0_1,4,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3400
MPID0420140036945,mathpd29440969797545312,2021-08-20,E18_0_1,4,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,5300
MPID0629110045635,mathpd28509091696116215,2021-08-09,E18_0_1,9,E17020006b,다음을 계산하세요.,5 \times 6 = \boxed{\phantom{30}},30,Y,3400
